blockGroup,totalPopulation_MOE,femaleUnder5_MOE,female5to9_MOE,maleUnder5_MOE,male5to9_MOE,totalUnder5_MOE,totalUnder10_MOE
170190012012,681,12,140,12,60,16.97056274847714,153.25795248534413
170190012013,581,53,35,78,12,94.30270409696638,101.3015300970326
170190012014,523,12,48,38,90,39.84971769034255,109.50799057603056
170190012015,269,12,12,12,12,16.97056274847714,24
170190012031,447,48,55,12,68,49.47726750741192,100.48382954485761
170190012032,371,53,40,64,14,83.09632964216891,93.27915093953203
170190012033,228,14,43,46,12,48.08326112068523,65.612498809297
170190012041,418,75,83,70,73,102.59142264341595,150.80782473068166
170190012051,819,63,73,78,104,100.26464980241042,161.85796242384865
170190012052,773,94,70,116,146,149.30505684671232,220.24531777088927
170190012061,262,11,13,20,19,22.825424421026653,32.41913015489465
170190013011,720,153,42,82,33,173.5885940953495,181.62048342629197
170190013012,181,27,18,12,12,29.546573405388315,36.61966684720111
170190013013,318,33,41,18,19,37.589892258425,58.77924803874238
170190013014,458,40,22,106,131,113.29607230614837,174.58808664969095
170190013015,252,28,12,20,26,34.40930106817051,44.76605857119878
170190013021,435,19,26,29,28,34.66987164671943,51.59457335805772
170190013022,369,46,67,12,12,47.53945729601885,83.02409288875127
170190013023,265,55,12,34,45,64.66065264130884,79.68688725254614
170190014001,377,37,57,76,56,84.52810183601665,116.31852818876277
170190014002,243,12,12,12,12,16.97056274847714,24
170190014003,390,103,41,58,104,118.20744477400736,162.6960356001338
170190053001,361,46,65,12,77,47.53945729601885,111.41813137905338
170190053002,349,27,34,130,42,132.7742444904131,143.34922392534952
170190053003,292,12,12,12,12,16.97056274847714,24
170190053004,623,12,12,12,12,16.97056274847714,24
170190054011,368,12,12,12,12,16.97056274847714,24
170190054012,494,12,12,179,12,179.4017837146554,180.20266368730512
170190054013,537,39,173,165,67,169.5464538113375,251.32449144482516
170190054021,244,31,33,12,54,33.24154027718932,71.48426400264607
170190054022,268,26,26,34,46,42.80186911806539,68
170190054023,568,36,45,50,47,61.61168720299745,89.61026726887941
170190055001,328,12,12,12,62,16.97056274847714,65.39113089708727
170190055002,339,27,38,17,18,31.906112267087632,52.78257288158659
170190055003,405,59,52,24,32,63.694583757176716,88.23264701911646
170190055004,221,12,12,21,12,24.186773244895647,29.546573405388315
170190055005,211,12,12,12,12,16.97056274847714,24
170190056011,659,78,12,48,75,91.58602513484249,118.98319209031165
170190056012,139,12,12,12,12,16.97056274847714,24
170190056013,444,164,22,91,58,187.55532517100121,197.5474626513841
170190056014,306,54,51,12,12,55.31726674375732,76.19055059520177
170190056015,543,93,54,110,113,144.04513181638595,190.87692369692047
170190056021,240,12,40,12,38,16.97056274847714,57.723478758647246
170190056022,159,12,12,15,30,19.209372712298546,37.589892258425
170190057011,472,51,12,23,12,55.94640292279746,58.463663928973865
170190057012,295,49,41,38,12,62.00806399170998,75.2994023880668
170190057013,231,79,50,25,12,82.86132994346639,97.51922887307919
170190057014,423,110,28,54,36,122.53978945632312,130.75167302944922
170190057021,257,31,40,91,23,96.13532129243653,106.63489110042735
170190058001,116,12,12,12,12,16.97056274847714,24
170190058002,237,20,26,18,12,26.90724809414742,39.293765408777
170190058003,322,12,12,12,7,16.97056274847714,21.93171219946131
170190058004,214,52,14,13,11,53.600373133029585,56.480084985771754
170190058005,178,24,24,19,21,30.610455730027933,44.204072210600685
170190059011,310,12,12,12,12,16.97056274847714,24
170190059021,348,12,12,12,12,16.97056274847714,24
170190059022,326,12,12,12,12,16.97056274847714,24
170190060001,263,12,12,12,12,16.97056274847714,24
170190060002,225,48,48,18,23,51.264022471905186,73.89857914736926
170190101001,514,39,85,29,18,48.60041152089147,99.55400544428134
170190101002,522,94,12,127,12,158.00316452527144,158.91192529196795
170190101003,353,65,12,47,12,80.2122185206219,81.98780397107853
170190101004,200,12,12,22,12,25.059928172283335,30.265491900843113
170190102041,321,44,12,26,24,51.10772935672255,57.723478758647246
170190102042,350,53,61,53,27,74.95331880577403,100.33942395688746
170190102043,299,29,12,34,28,44.68780594300866,54.08326913195984
170190102044,412,96,33,47,82,106.88779163215975,138.70111751532502
170190102045,353,12,65,12,9,16.97056274847714,67.77905281132217
170190103001,481,31,16,47,45,56.302753041036986,73.83088784512888
170190103002,445,150,121,98,105,179.17589123540031,240.35390573069537
170190104001,154,14,33,5,5,14.866068747318506,36.53765181289022
170190104002,129,17,12,16,27,23.345235059857504,37.656340767525464
170190104003,127,18,10,17,28,24.758836806279895,38.691084244306204
170190104004,238,20,32,20,34,28.284271247461902,54.589376255824725
170190104005,185,14,27,13,21,19.1049731745428,39.179076048319466
170190105001,257,12,15,14,19,18.439088914585774,30.430248109405877
170190105002,143,8,16,12,5,14.422205101855956,22.11334438749598
170190105003,257,29,64,12,34,31.38470965295043,78.9746794865291
170190105004,322,78,40,20,51,80.52328855678958,103.36827366266692
170190106011,530,83,127,80,110,115.27792503337315,203.75966234758047
170190106012,309,12,37,51,22,52.392747589718944,67.80855403265875
170190106013,243,83,46,32,31,88.95504482602435,104.83320084782301
170190106031,304,22,60,65,62,68.62215385719105,110.24064586167844
170190106032,581,64,36,82,134,104.01922899156675,173.41280229556295
170190106033,225,44,14,33,41,55,70.01428425685718
170190106034,504,62,110,68,65,92.02173656261873,157.45793088949188
170190106041,255,20,12,61,22,64.19501538281614,68.9129886160802
170190106042,392,35,42,94,48,100.30453628824571,118.86547017532047
170190107011,445,12,64,139,12,139.51702405083043,153.96428157205813
170190107012,468,34,35,37,48,50.24937810560445,77.80745465570763
170190107013,307,50,12,12,12,51.419840528729765,54.147945482723536
170190107021,138,4,13,14,17,14.560219778561036,25.88435821108957
170190107022,168,27,46,16,13,31.38470965295043,57.18391382198319
170190107023,274,19,40,30,15,35.510561809129406,55.5517776493246
170190107024,322,28,40,65,56,70.77428911688199,98.71676655968832
170190108001,147,19,11,4,23,19.4164878389476,32.046840717924134
170190108002,342,12,83,80,57,80.89499366462674,129.15881696578055
170190108003,115,27,10,19,24,33.015148038438355,42.02380277890139
170190108004,227,5,14,6,25,7.810249675906654,29.698484809834994
170190108005,235,10,42,5,15,11.180339887498949,45.9782557302906
170190109011,220,21,28,16,14,26.40075756488817,40.95119045888654
170190109012,406,22,22,18,27,28.42534080710379,44.955533585978046
170190109013,279,31,12,29,25,42.44997055358225,50.70502933634887
170190109014,88,12,4,6,5,13.416407864998739,14.866068747318506
170190109015,269,56,45,12,42,57.271284253105414,84.07734534343957
170190109016,295,32,39,17,12,36.235341863986875,54.57105459856901
170190109017,7,12,12,12,12,16.97056274847714,24
170190109021,351,46,55,12,38,47.53945729601885,82.03048213926333
170190109022,134,3,3,12,12,12.36931687685298,17.4928556845359
170190109023,173,8,16,13,9,15.264337522473747,23.874672772626646
170190109024,199,21,29,14,23,25.238858928247925,44.799553569204235
170190110011,127,12,12,12,12,16.97056274847714,24
170190110012,332,12,100,12,84,16.97056274847714,131.69662106523464
170190110013,252,23,12,12,27,25.942243542145693,39.319206502675
170190110021,394,31,15,106,12,110.44002897500525,112.09817126073021
170190110022,147,12,12,12,12,16.97056274847714,24
170190111001,148,12,12,12,12,16.97056274847714,24
170190111002,158,12,12,12,12,16.97056274847714,24
170190111003,356,12,12,12,12,16.97056274847714,24
170219581001,157,24,12,44,19,50.11985634456667,54.927224579437834
170219581002,187,12,12,12,22,16.97056274847714,30.265491900843113
170219581003,231,26,37,32,56,41.23105625617661,78.77182237323191
170219582001,182,25,33,43,3,49.73932046178355,59.76621118993574
170219582002,161,6,6,14,19,15.231546211727817,25.079872407968907
170219582003,165,29,13,10,21,30.675723300355934,39.382737335030434
170219582004,208,4,143,12,23,12.649110640673518,145.38913301894334
170219583001,619,155,182,133,86,204.24005483743878,286.7647119155354
170219583002,259,37,31,30,23,47.634021455258214,61.310684223877324
170219583003,400,12,29,12,72,16.97056274847714,79.45438943192504
170219583004,372,65,12,37,28,74.79304780526061,80.75890043827987
170219584001,248,12,10,12,12,16.97056274847714,23.065125189341593
170219584002,219,12,41,40,12,41.7612260356422,59.74110812497538
170219584003,303,51,49,52,19,72.83543093852057,89.81647955692763
170219584004,426,31,26,12,26,33.24154027718932,49.56813492557492
170219584005,364,56,12,62,41,83.54639429682169,93.83496150156401
170219585001,363,12,12,18,47,21.633307652783937,53.113086899558006
170219585002,235,12,12,51,12,52.392747589718944,55.072679252057455
170219585003,274,12,19,133,12,133.5402561027947,135.41787178950938
170219586001,121,5,12,11,11,12.083045973594572,20.273134932713294
170219586002,180,47,25,19,39,50.695167422546305,68.67313885355759
170219586003,211,10,11,12,56,15.620499351813308,59.16924876994806
170219587001,126,16,9,23,16,28.0178514522438,33.49626844888845
170219587002,186,16,30,14,14,21.2602916254693,39.344631145812
170219587003,530,18,14,16,29,24.08318915758459,40.2119385257662
170219587004,236,26,21,12,42,28.635642126552707,55
170219588001,262,15,49,12,9,19.209372712298546,53.39475629684998
170219588002,125,12,12,12,12,16.97056274847714,24
170219588003,260,12,34,37,12,38.897300677553446,53.03772242470448
170219589001,295,71,64,56,152,90.4267659490264,188.08774548066654
170219589002,239,15,75,12,23,19.209372712298546,80.76509146902515
170219589003,279,57,60,18,21,59.77457653551382,87.25823743349392
170219590001,165,18,12,29,15,34.132096331752024,39.16631205513228
170219590002,195,11,41,5,3,12.083045973594572,42.8485705712571
170219590003,195,54,14,29,41,61.29437168288782,75.05997601918082
170219590004,151,19,28,12,26,22.47220505424423,44.328320518603
170219590005,364,48,47,26,58,54.589376255824725,92.4824307639024
170230601001,247,12,83,66,14,67.08203932499369,107.63363786474933
170230601002,273,43,12,68,12,80.45495634204272,82.22530024268686
170230601003,412,12,12,72,43,72.99315036357864,85.56284240252891
170230601004,381,12,12,12,170,16.97056274847714,171.26587517658035
170230601005,355,39,19,12,12,40.80441152620633,46.58325879540846
170230601006,199,15,53,12,32,19.209372712298546,64.82283548256741
170230602001,188,12,54,23,12,25.942243542145693,61.09828148156051
170230602002,272,59,69,22,45,62.96824596572466,103.68702908271604
170230602003,257,7,22,16,27,17.46424919657298,38.961519477556315
170230602004,214,28,46,50,39,57.30619512757761,83.19254774317228
170230602005,194,42,30,24,38,48.373546489791295,68.43975452907469
170230603001,139,16,22,17,12,23.345235059857504,34.249087579087416
170230603002,223,21,4,19,27,28.319604517012593,39.331920878594275
170230603003,240,51,12,39,12,64.20280367709809,66.40783086353596
170230603004,183,33,24,26,9,42.01190307520001,49.21381919745713
170230603005,140,8,20,23,6,24.351591323771842,32.07802986469088
170230603006,112,13,12,12,19,17.69180601295413,28.600699292150182
170230603007,141,44,28,7,10,44.553338819890925,53.563046963368315
170230604001,123,5,21,3,13,5.830951894845301,25.37715508089904
170230604002,210,26,53,39,26,46.87216658103186,75.37904218017101
170259719001,211,18,8,5,12,18.681541692269406,23.600847442411894
170259719002,245,83,45,44,40,93.94147114027967,111.57956802210698
170259720001,119,23,4,18,12,29.206163733020468,31.827660925679098
170259720002,296,22,29,74,69,77.20103626247513,107.52674086012279
170259720003,213,70,34,12,11,71.02112361825881,79.50471684120383
170259721001,331,12,53,36,69,37.94733192202055,94.92101980067429
170259721002,343,12,24,53,83,54.3415126767741,102.06860437960343
170259721003,297,12,60,29,32,31.38470965295043,74.89325737341113
170259722001,232,52,45,19,27,55.362442142665635,76.28237017817419
170259722002,326,23,29,78,97,81.32035415564789,129.85761433200597
170279001001,359,39,93,25,62,46.32493928760188,120.99173525493384
170279001002,186,21,8,30,28,36.61966684720111,46.78675026115834
170279001003,288,34,32,36,38,49.51767361255979,70.14271166700073
170279001004,223,40,22,33,27,51.85556864985669,62.465990746965666
170279002001,129,13,13,12,4,17.69180601295413,22.315913604421397
170279002002,148,19,23,10,22,21.470910553583888,38.39270764090493
170279003001,325,79,90,102,172,129.0155029444136,233.085821104588
170279004011,131,2,14,14,27,14.142135623730951,33.54101966249684
170279004031,280,12,12,33,12,35.11409973215888,39
170279004032,206,12,12,12,12,16.97056274847714,24
170279004033,236,12,12,40,26,41.7612260356422,50.635955604688654
170279004034,248,25,35,32,37,40.607881008493905,65.13831437794502
170279004035,252,32,10,28,58,42.5205832509386,72.60853944268538
170279004041,165,44,36,12,12,45.60701700396552,59.329587896765304
170279004042,231,22,12,12,14,25.059928172283335,31.11269837220809
170279005001,291,6,16,12,14,13.416407864998739,25.13961017995307
170279005002,225,4,8,63,74,63.12685640834652,97.59610647971567
170279005003,207,26,9,32,9,41.23105625617661,43.15089802078283
170279005004,249,46,66,18,37,49.39635614091387,90.36038955205981
170279005005,172,30,15,30,16,42.42640687119285,47.75981574503821
170279006011,231,42,20,27,28,49.92995093127971,60.63827174318213
170279006012,202,14,22,9,37,16.64331697709324,46.151923036857305
170279006021,298,28,33,29,24,40.311288741492746,57.358521598799946
170279006022,84,7,6,7,18,9.899494936611665,21.400934559032695
170279006023,272,97,117,20,46,99.04039579888602,160.04374402018968
170279006024,285,49,26,57,62,75.16648189186454,100.84641788382967
170279006025,225,38,9,25,55,45.48626166217664,71.93747284969079
170290001001,180,14,20,22,37,26.076809620810597,49.48737212663449
170290001002,203,12,13,9,39,15,43.76071297408213
170290001003,172,11,12,18,12,21.095023109728988,27.073972741361768
170290001004,110,12,12,12,14,16.97056274847714,25.059928172283335
170290002001,327,64,75,15,50,65.73431371817918,111.56164215356459
170290002002,446,12,12,93,12,93.7709976485267,95.29428104561154
170290002003,375,12,58,12,12,16.97056274847714,61.61168720299745
170290002004,226,12,12,12,12,16.97056274847714,24
170290002005,384,88,66,110,88,140.86873322352267,178.72884490199112
170290003001,179,12,12,12,12,16.97056274847714,24
170290003002,310,43,34,41,39,59.413803110051795,78.78451624526231
170290003003,164,15,38,17,12,22.67156809750927,45.8475735453906
170290003004,325,39,34,31,39,49.8196748283246,71.82617907142215
170290003005,253,41,48,39,14,56.586217403180434,75.51158851461145
170290004001,248,12,56,27,28,29.546573405388315,69.2314957226839
170290004002,186,48,12,12,12,49.47726750741192,52.306787322488084
170290004003,275,12,12,42,12,43.68065933568311,46.861498055439924
170290005001,428,20,62,65,40,68.00735254367721,100.34440691936945
170290005002,308,87,12,21,45,89.49860334105779,100.89103032480142
170290005003,263,12,20,50,27,51.419840528729765,61.424750711744856
170290005004,305,12,20,39,24,40.80441152620633,51.39066063011839
170290005005,351,19,24,12,15,22.47220505424423,36.138621999185304
170290005006,317,33,32,24,28,40.80441152620633,58.93216439263028
170290006001,180,45,13,11,14,46.32493928760188,50.1098792654702
170290006002,224,42,27,32,29,52.80151512977634,66.01514977639603
170290006003,132,12,12,9,4,15,19.621416870348583
170290006004,192,40,16,11,49,41.48493702538308,66.16645675869307
170290007011,409,12,32,21,65,24.186773244895647,76.38062581571324
170290007012,355,12,25,12,12,16.97056274847714,32.51153641401772
170290007021,260,58,12,71,48,91.67878707749138,104.17773274553444
170290007022,486,24,17,12,24,26.832815729997478,39.81205847478876
170290007023,440,45,59,54,12,70.292247083159893,92.5526876973327
170290008001,244,12,12,10,12,15.620499351813308,23.065125189341593
170290008002,174,25,16,12,32,27.730849247724095,45.2658811910251
170290008003,255,12,12,10,10,15.620499351813308,22.090722034374522
170290009001,328,58,41,62,25,84.8999411071645,97.53973549277238
170290009002,143,12,43,12,14,16.97056274847714,48.30113870293329
170290009003,314,12,28,50,39,51.419840528729765,70.34912934784623
170290010001,332,92,12,12,128,92.77930803794561,158.54336946085132
170290010002,237,20,41,46,44,50.15974481593781,78.31347265956222
170290010003,302,16,52,40,88,43.08131845707603,110.92339699089638
170290011001,553,12,32,36,9,37.94733192202055,50.44799302251776
170290011002,288,26,29,12,12,28.635642126552707,42.485291572496
170290011003,302,12,11,26,12,28.635642126552707,32.93933818400121
170290012001,282,31,24,11,28,32.89376840679705,49.416596402423345
170290012002,236,22,47,12,14,25.059928172283335,55.072679252057455
170290012003,318,40,32,32,62,51.22499389946279,86.55634003352961
170310101001,188,12,12,12,12,16.97056274847714,24
170310101002,488,130,41,152,76,200.0099997500125,217.8554566679476
170310101003,409,12,24,12,28,16.97056274847714,40.59556626036888
170310102011,684,125,39,81,141,148.94965592440957,208.7773934122179
170310102012,796,35,75,146,147,150.136604464068,223.10311517323106
170310102013,896,275,167,133,102,305.4734030975528,362.77679087835816
170310102014,567,84,34,77,40,113.95174417269794,125.4631419979589
170310102021,353,49,12,44,38,65.85590330410783,76.97402159170326
170310102022,440,65,51,45,12,79.05694150420949,94.84197383015602
170310103001,257,12,24,65,24,66.09841147864296,74.30343195303969
170310103002,1018,12,12,180,125,180.3995565404749,219.8021837926093
170310103003,372,12,12,40,12,41.7612260356422,45.077710678338576
170310103004,350,46,30,40,29,60.959002616512684,73.87151006985034
170310104001,265,12,12,12,82,16.97056274847714,84.5931439302264
170310104002,285,12,12,37,12,38.897300677553446,42.43819034784589
170310104003,595,12,12,12,12,16.97056274847714,24
170310105011,430,12,12,12,88,16.97056274847714,90.42123644365851
170310105012,345,12,12,12,66,16.97056274847714,69.19537556802477
170310105013,661,163,12,12,127,163.44112089679268,207.3306537876153
170310105021,214,18,20,23,15,29.206163733020468,38.44476557348217
170310105022,362,28,26,13,16,30.870698080866262,43.41658669218482
170310105031,282,15,19,31,18,34.438350715445125,43.255057507764334
170310105032,337,15,12,14,12,20.518284528683193,26.627053911388696
170310106001,791,115,44,21,133,116.90166808048549,182.45821439441963
170310106002,719,12,12,12,12,16.97056274847714,24
170310106003,743,46,170,12,151,47.53945729601885,232.29507097654914
170310106004,277,29,12,29,12,41.012193308819754,44.384682042344295
170310107011,400,67,12,12,12,68.06614430096654,70.14983962918234
170310107012,361,61,47,86,47,105.43718509140881,124.63948010161147
170310107021,564,109,65,38,23,115.43396380615195,134.45817193462062
170310107022,538,103,77,12,29,103.69667304209909,132.37446883746125
170310107023,433,72,12,28,136,77.25283166331187,156.86937240902063
170310107024,865,11,101,394,12,394.153523389047,407.06510535785304
170310201001,386,40,62,72,35,82.365041127896,108.87148386974432
170310201002,531,37,48,39,12,53.75872022286245,73.06161783043132
170310202001,335,85,65,71,50,110.75197515168747,137.8078372227066
170310202002,617,94,33,106,45,141.6756859873987,152.2694979304785
170310202003,558,82,78,62,92,102.80077820717118,158.48028268526025
170310202004,915,29,221,283,12,284.48198536990003,360.43723448056807
170310203011,411,16,16,36,57,39.395431207184416,71.11258679024411
170310203012,592,75,26,186,108,200.55173896029922,229.26185901715095
170310203013,452,99,52,80,44,127.283148923964,144.3641229668923
170310203021,282,61,72,46,83,76.40026177965623,133.82824813917276
170310203022,934,33,17,30,138,44.598206241955516,146.0205464994567
170310203023,445,44,28,57,38,72.00694410957877,86.09878047916823
170310204001,427,12,48,76,24,76.94153624668537,93.8083151964686
170310204002,340,27,34,36,100,45,114.80853626799707
170310204003,392,57,12,39,12,69.06518659932803,71.11961754677819
170310205001,970,163,248,171,127,236.24140195994434,365.29850807250773
170310205002,803,77,12,90,12,118.44407963254221,119.6536668890678
170310205003,351,12,33,42,47,43.68065933568311,72.15261603018979
170310205004,319,17,24,70,25,72.03471385380801,79.93747556684536
170310206011,471,75,49,12,26,75.95393340703298,94.05317644821997
170310206012,893,74,81,117,132,138.43771162512041,207.72578077840987
170310206013,434,34,92,38,25,50.99019513592785,108.11567878897121
170310206021,729,96,242,53,96,109.65856099730654,282.49778760195625
170310206022,535,40,12,94,12,102.15674231297707,103.55674772799695
170310206023,663,91,88,43,76,100.64790112068906,153.785564992297
170310206024,1067,26,47,49,64,55.47071299343465,96.8607247546703
170310207011,192,26,22,25,14,36.069377593742864,44.50842616853577
170310207012,156,14,35,17,20,22.02271554554524,45.93473631142341
170310207021,667,228,57,30,90,229.9652147608416,253.44230112591703
170310207022,954,12,106,202,222,202.35612172603032,318.54042129688975
170310207023,1266,282,107,62,35,288.7351727794866,309.90643749364096
170310207024,1510,34,32,12,12,36.05551275463989,49.678969393496885
170310208011,354,10,26,38,48,39.293765408777,67.26068688320095
170310208012,893,12,12,12,12,16.97056274847714,24
170310208013,560,63,52,21,65,66.40783086353596,106.48474069086143
170310208014,676,71,48,66,69,96.93812459502195,128.30432572598633
170310208021,419,60,12,12,12,61.18823416311342,63.49803146555018
170310208022,998,154,109,136,54,205.4555913086816,238.7655754081815
170310208023,1142,107,45,126,45,165.3027525481654,177.12989583918352
170310208024,716,33,106,94,37,99.62429422585637,150.09996668887038
170310209011,572,54,83,82,26,98.18350166906862,131.1678314221898
170310209012,373,44,54,30,54,53.25410782277739,93.10209449845905
170310209013,698,40,62,55,64,68.00735254367721,112.09371079592289
170310209021,482,101,34,73,67,124.61942063739504,145.5163221085525
170310209022,523,72,49,45,71,84.90583018850944,121.04131526053408
170310301011,285,12,36,12,38,16.97056274847714,55.02726596879042
170310301012,231,12,12,12,12,16.97056274847714,24
170310301013,349,22,42,70,54,73.37574531137656,100.31948963187563
170310301014,266,12,12,26,12,28.635642126552707,33.28663395418648
170310301021,308,12,12,12,12,16.97056274847714,24
170310301022,179,12,16,19,12,22.47220505424423,30.083217912982647
170310301023,584,35,19,30,12,46.09772228646444,51.28352561983234
170310301031,291,12,12,12,24,16.97056274847714,31.74901573277509
170310301032,169,12,12,12,12,16.97056274847714,24
170310301041,413,17,96,18,12,24.758836806279895,99.86490875177326
170310301042,111,20,12,12,19,23.323807579381203,32.38826948140329
170310302001,436,50,12,12,46,51.419840528729765,70.02856560004639
170310302002,355,88,61,52,13,102.2154587134451,119.74138799930456
170310302003,392,83,61,68,57,107.29864864013899,135.9521974813206
170310302004,1105,12,12,90,12,90.79647570252934,92.36882591004391
170310303001,337,57,29,47,29,73.87827826905551,84.49852069711044
170310303002,596,111,19,66,114,129.1394595001853,173.3032025093593
170310304001,238,44,41,45,61,62.93647591023825,96.76259607927021
170310304002,322,38,33,36,22,52.3450093132096,65.67343450741707
170310305001,453,130,34,49,27,138.9280389266328,145.55411364849843
170310305002,349,50,32,12,12,51.419840528729765,61.741396161732524
170310305003,588,66,12,115,97,132.59336333316233,164.72401160729422
170310305004,423,55,43,66,49,85.9127464349732,107.84711400867434
170310306011,884,12,12,223,153,223.32263655975405,270.9723233099646
170310306012,295,74,12,42,12,85.0881895447306,86.76404785393545
170310306013,355,12,12,12,18,16.97056274847714,27.49545416973504
170310306031,215,22,29,20,25,29.732137494637012,48.47679857416329
170310306032,241,55,12,50,60,74.33034373659252,96.27564593395361
170310306041,230,46,12,12,8,47.53945729601885,49.678969393496885
170310306042,289,12,12,27,12,29.546573405388315,34.07345007480164
170310306043,206,67,12,29,18,73.00684899377592,76.14459928320589
170310307011,202,52,10,44,16,68.11754546370561,70.68238818828917
170310307021,188,23,21,16,23,28.0178514522438,41.892720131306824
170310307022,334,39,32,12,35,40.80441152620633,62.56196927846821
170310307031,191,12,12,12,21,16.97056274847714,29.546573405388315
170310307032,213,12,12,12,12,16.97056274847714,24
170310307033,319,12,28,19,12,22.47220505424423,37.8549864614954
170310307061,326,12,12,12,12,16.97056274847714,24
170310307062,346,12,12,41,12,42.720018726587654,45.967379738244816
170310308001,217,12,12,12,12,16.97056274847714,24
170310308002,389,105,42,22,47,107.28000745712129,124.42668524074729
170310308003,245,33,44,51,40,60.74537019394976,85.00588214941364
170310308004,323,25,49,12,43,27.730849247724095,70.84490101623405
170310309001,185,12,21,38,12,39.84971769034255,46.61544808322666
170310309002,248,35,24,12,27,37,51.710733895391584
170310309003,241,12,12,12,12,16.97056274847714,24
170310309004,176,12,31,12,28,16.97056274847714,45.088801270381985
170310310001,327,15,17,81,17,82.37718130647589,85.81375181169973
170310310002,215,12,12,10,12,15.620499351813308,23.065125189341593
170310310003,414,64,13,100,22,118.72657663724664,121.4454610102823
170310311001,481,21,57,84,12,86.58521813797087,104.35516278555652
170310311002,398,50,38,68,43,84.40379138403677,102.06370559606387
170310311003,248,26,20,12,12,28.635642126552707,36.932370625238775
170310312001,327,91,12,12,12,91.7877987534291,93.34345183246653
170310312002,777,12,31,49,46,50.44799302251776,74.97999733262199
170310312003,517,42,12,91,81,100.22474744293447,129.42179105544784
170310312004,364,12,38,12,25,16.97056274847714,48.54894437575342
170310313001,283,12,12,12,12,16.97056274847714,24
170310313002,338,18,76,34,12,38.47076812334269,86.02325267042627
170310313003,424,12,56,12,12,16.97056274847714,59.732738092272314
170310313004,728,21,80,130,12,131.68523075880606,154.5477272560163
170310313005,329,70,27,43,12,82.15229759416349,87.3040663428686
170310314001,296,12,12,12,12,16.97056274847714,24
170310314002,153,12,29,12,12,16.97056274847714,35.679125549822544
170310314003,379,12,58,12,58,16.97056274847714,83.7615663654877
170310314004,329,12,12,12,12,16.97056274847714,24
170310314005,311,12,12,69,12,70.03570517957252,72.06247289678588
170310315011,224,18,12,8,8,19.697715603592208,24.413111231467404
170310315012,767,293,149,38,125,295.45388811115686,353.72164197289374
170310315013,279,25,57,22,16,33.301651610693426,67.92643079096678
170310315021,273,12,12,26,31,28.635642126552707,43.87482193696061
170310315022,276,56,27,57,15,79.90619500389191,85.66796367370944
170310315023,470,100,76,115,105,152.3975065412817,200.0649894409314
170310317001,1008,28,23,41,26,49.64876634922564,60.58052492344384
170310317002,418,23,12,132,12,133.98880550254935,135.05924625881784
170310317003,300,24,12,43,12,49.24428900898052,52.08646657242167
170310317004,350,37,37,52,12,63.8200595424354,74.73954776421918
170310318001,218,29,26,28,21,40.311288741492746,52.364109846344185
170310319001,211,12,8,12,26,16.97056274847714,32.0624390837628
170310319002,345,87,23,13,47,87.96590248499699,102.35233265539189
170310321001,608,12,12,12,12,16.97056274847714,24
170310321002,377,80,12,12,12,80.89499366462674,82.6559132790873
170310321003,680,12,12,52,12,53.36665625650534,56
170310321004,1107,68,12,12,12,69.05070600652827,71.10555533852471
170310321005,513,98,92,96,12,137.18600511714013,165.61400906928134
170310401001,329,63,47,31,12,70.21395872616783,85.34049449118513
170310401002,358,53,19,40,14,66.40030120413611,70.46985170979147
170310401003,199,48,22,59,39,76.05918747922567,88.26097665446491
170310402011,560,12,50,92,41,92.77930803794561,113.08846094982458
170310402012,537,63,12,60,113,87,143.1153381018261
170310402013,395,22,26,71,35,74.33034373659252,86.17424209124209
170310402014,705,15,38,57,12,58.9406481131655,71.14773362518304
170310402021,331,128,54,48,12,136.7040599250805,147.4720312466062
170310402022,663,12,152,25,55,27.730849247724095,164.0060974476254
170310402023,462,12,73,12,12,16.97056274847714,75.9012516365837
170310402024,1034,346,81,176,92,388.19067479783695,407.0835295120646
170310403001,396,29,44,66,63,72.09022125087424,105.36602868097478
170310403002,398,12,52,68,12,69.05070600652827,87.26969691708571
170310403003,230,39,12,33,29,51.088159097779204,59.95831885568507
170310404011,216,20,12,24,12,31.240998703626616,35.552777669262355
170310404012,277,37,98,12,26,38.897300677553446,108.59558002055148
170310404013,284,50,53,38,24,62.80127387243033,85.60957890329796
170310404014,317,34,30,77,31,84.17244204607586,94.58329662260668
170310404021,237,12,15,58,15,59.22837157984339,62.91263784010332
170310404022,249,32,14,12,32,34.17601498127012,48.86716689148246
170310404023,292,26,24,44,81,51.10772935672255,98.73702446397704
170310404024,190,35,23,31,12,46.75467891024384,53.4696175411794
170310404025,424,17,30,55,65,57.56735185849702,91.86402995732334
170310406001,249,79,30,18,29,81.02468759581859,91.13725912051558
170310406002,275,20,12,50,12,53.85164807134504,56.462376853972415
170310406003,267,54,15,13,40,55.54277630799526,70.07139216541941
170310407001,222,80,12,27,22,84.43340571124678,88.07383266328314
170310407002,358,26,12,42,105,49.39635614091387,116.6576186967658
170310407003,214,24,35,12,12,26.832815729997478,45.70557952810576
170310407004,250,29,20,28,54,40.311288741492746,70.292247083159893
170310408001,181,27,15,17,20,31.906112267087632,40.53393639902249
170310408002,164,10,10,15,13,18.027756377319946,24.372115213907882
170310409001,213,12,11,20,12,23.323807579381203,28.442925306655784
170310409002,150,12,11,11,23,16.278820596099706,30.24896692450835
170310501001,217,29,37,12,9,31.38470965295043,49.34571916590131
